,SAMN_ID,SRR_ID,Sample_Name_y,EnvType,Day_numeric,SamplingTime,Total mesophilic aerobic flora (log10 CFU.g-1),AAP99,Abditibacterium,Abiotrophia,Acetitomaculum,Acetivibrio,Acetobacter,Acholeplasma,Achromobacter,Acinetobacter,Actinoplanes,Aequorivita,Aeribacillus,Aerococcus,Aeromonas,Aestuariibacter,Agrococcus,Agromyces,Alcaligenes,Algicola,Alicyclobacillus,Aliiglaciecola,Aliivibrio,Alishewanella,Alistipes,Alkalibacillus,Alkalibacterium,Alkanindiges,Alloiococcus,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Altererythrobacter,Alteromonas,Amaricoccus,Amphritea,Amylolactobacillus,Anaerococcus,Anaerocolumna,Aneurinibacillus,Anoxybacillus,Apilactobacillus,Aquabacterium,Aquamonas,Aquicella,Arcobacter,Arenimonas,Arsenicitalea,Arsenophonus,Arthrobacter,Atlantibacter,Atopostipes,Aurantimicrobium,Azotobacter,BD1-7 clade,Bacillus,Bacteroides,Barnesiella,Bavariicoccus,Bergeyella,Bifidobacterium,Biostraticola,Bombilactobacillus,Bowmanella,Brachybacterium,Brevibacterium,Brochothrix,Buchnera,Budvicia,Burkholderia-Caballeronia-Paraburkholderia,Buttiauxella,C1-B045,Campylobacter,Candidatus Aquiluna,Candidatus Baumannia,Candidatus Benitsuchiphilus,Candidatus Blochmannia,Candidatus Ecksteinia,Candidatus Photodesmus,Candidatus Phytoplasma,Candidatus Profftella,Candidatus Regiella,Candidatus Stammerula,Carnimonas,Carnobacterium,Cedecea,Cellvibrio,Cetobacterium,Chishuiella,Christensenellaceae R-7 group,Chromohalobacter,Chryseobacterium,Citrobacter,Clostridiisalibacter,Clostridium sensu stricto 1,Clostridium sensu stricto 10,Clostridium sensu stricto 12,Clostridium sensu stricto 3,Clostridium sensu stricto 5,Clostridium sensu stricto 8,Clostridium sensu stricto 9,Cobetia,Cocleimonas,Cohnella,Colwellia,Comamonas,Companilactobacillus,Conchiformibius,Corticicoccus,Corynebacterium,Cosenzaea,Coxiella,Cronobacter,Cryptosporangium,Curtobacterium,Delftia,Dellaglioa,Dermacoccus,Desemzia,Devosia,Diaphorobacter,Dickeya,Dielma,Dietzia,Dolosigranulum,Domibacillus,Duganella,Dyadobacter,Edwardsiella,Empedobacter,Endozoicomonas,Enhydrobacter,Enteractinococcus,Enterobacillus,Enterobacter,Enterococcus,Enterovibrio,Erwinia,Erysipelothrix,Escherichia-Shigella,Exiguobacterium,Facklamia,Faecalibacterium,Faecalibaculum,Faecalicoccus,Faecalitalea,Falsirhodobacter,Ferrimonas,Fictibacillus,Filifactor,Flavobacterium,Flavonifractor,Floricoccus,Fluviicola,Franconibacter,Fructilactobacillus,Fructobacillus,Furfurilactobacillus,Fusibacter,Fusobacterium,GKS98 freshwater group,Galbitalea,Gallaecimonas,Gallicola,Gemella,Geobacillus,Georgenia,Gibbsiella,Glaciecola,Globicatella,Gluconobacter,Glutamicibacter,Gordonia,Granulicatella,Grimontia,HT002,Haematomicrobium,Haemophilus,Hafnia-Obesumbacterium,Halarcobacter,Haliangium,Halobacillus,Halochromatium,Halomonas,Haloplasma,Helcococcus,Herbinix,Hydrogenophilus,Idiomarina,Ignatzschineria,Ignavigranum,Incertae Sedis,Izhakiella,Janthinobacterium,Jeotgalibaca,Jeotgalicoccus,Kerstersia,Klebsiella,Klenkia,Kluyvera,Kocuria,Kosakonia,Kurthia,Lachnospiraceae NK3A20 group,Lachnospiraceae UCG-004,Lacimicrobium,Lacticaseibacillus,Lacticigenium,Lactiplantibacillus,Lactobacillus,Lactococcus,Lactovum,Lampropedia,Lapidilactobacillus,Latilactobacillus,Lawsonia,Lelliottia,Leminorella,Lentilactobacillus,Leucobacter,Leuconostoc,Levilactobacillus,Ligilactobacillus,Limosilactobacillus,Liquorilactobacillus,Listeria,Loigolactobacillus,Luteimonas,Lysinibacillus,Lysobacter,Macrococcus,Mailhella,Malaciobacter,Marihabitans,Marine Methylotrophic Group 2,Marine Methylotrophic Group 3,Marinilactibacillus,Marinobacter,Marinobacterium,Marinomonas,Massilia,Mesonia,Methylobacillus,Methylobacterium-Methylorubrum,Methylotenera,Microbacterium,Microbulbifer,Micrococcus,Moellerella,Moheibacter,Moraxella,Morganella,Moritella,Motilimonas,Mucilaginibacter,Mycobacterium,Myroides,Neomicrococcus,Neptuniibacter,Nitrincola,Nitrosomonas,Nocardioides,Novosphingobium,Oceanisphaera,Oceanobacillus,Ochrobactrum,Oleibacter,Oleiphilus,Oleispira,Olsenella,Ornithobacterium,Oryzihumus,Oscillibacter,Paenalcaligenes,Paenibacillus,Paenisporosarcina,Pajaroellobacter,Paludicola,Pantoea,Paraclostridium,Paracoccus,Paralactobacillus,Paraprevotella,Pasteurella,Paucilactobacillus,Pectobacterium,Pediococcus,Pedobacter,Peptoniphilus,Peptostreptococcus,Phaseolibacter,Photobacterium,Pilibacter,Pisciglobus,Planococcus,Planomicrobium,Plesiomonas,Pluralibacter,Polaromonas,Polycyclovorans,Polymorphobacter,Porphyromonas,Pragia,Prevotella_7,Promicromonospora,Proteiniclasticum,Proteus,Providencia,Pseudarcobacter,Pseudarthrobacter,Pseudoalteromonas,Pseudocitrobacter,Pseudogracilibacillus,Pseudohongiella,Pseudomonas,Pseudonocardia,Pseudospirillum,Pseudoxanthomonas,Psychrilyobacter,Psychrobacillus,Psychrobacter,Psychroflexus,Psychromonas,Rahnella1,Raoultella,Reinekea,Rheinheimera,Rhodobaculum,Rhodococcus,Rhodoferax,Rhodoluna,Rhodomicrobium,Rikenellaceae RC9 gut group,Rodentibacter,Romboutsia,Rosenbergiella,Rothia,Ruminobacter,SAR92 clade,SUP05 cluster,SZB85,Saccharibacillus,Saccharopolyspora,Salegentibacter,Salimicrobium,Salinicoccus,Salinivibrio,Salmonella,Sarcina,Schleiferilactobacillus,Secundilactobacillus,Sediminivirga,Serratia,Shewanella,Shimwellia,Sideroxydans,Simiduia,Simplicispira,Sinobaca,Sodalis,Solibacillus,Solitalea,Soonwooa,Sphingobacterium,Sphingobium,Sphingomonas,Spiroplasma,Sporosarcina,Staphylococcus,Stenotrophomonas,Streptococcus,Streptomyces,Succinimonas,Succinivibrio,Sulfurospirillum,Sutterella,Taibaiella,Tatumella,Tenuibacillus,Tetragenococcus,Thalassolituus,Thalassotalea,Thermoactinomyces,Thioalkalispira-Sulfurivermis,Thiobacillus,Thiomicrospira,Thiopseudomonas,Timonella,Tissierella,Tolumonas,Trichococcus,Tuberibacillus,UCG-004,Ureibacillus,Vagococcus,Variovorax,Verticiella,Vibrio,Virgibacillus,Vitreoscilla,Vulcanibacillus,Weissella,Wohlfahrtiimonas,Xanthomonas,Xenorhabdus,Yaniella,Yersinia,Yokenella,ZOR0006,[Agitococcus] lubricus group,[Clostridium] innocuum group,[Ruminococcus] gauvreauii group,[Ruminococcus] torques group,endosymbionts,uncultured
100,SAMN10970231,SRR8594563,C04T1C3,Poultry,7,T1,8.04,0,0,0,0,0,0,0,0,400,0,0,0,0,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,90,0,0,0,8234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,50,0,0,0,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,64,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,3276,0,9695,1219,243,0,0,51,3794,0,0,0,282,49,3878,1423,310,2381,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,301,0,1163,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,2334,0,0,0,0,0,52,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,705,0,1703,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,34,0,0,0,40,0,0,0,0,169,0,0,0,0,0,0,0,50
101,SAMN10970232,SRR8594562,C04T2A1,Poultry,15,T2,10.03,0,0,40,0,0,0,0,0,370,0,0,0,62,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,81,0,0,0,0,0,412,0,0,0,0,0,0,45,0,0,0,95343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,66,0,0,0,0,0,26,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,11,0,0,0,0,0,23,0,0,0,34,459,0,0,0,23,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,70,0,47,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,0,4909,823,115,0,0,90,2144,0,0,0,101,0,10709,967,485,1485,15,0,115,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,117,0,1204,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,242,373,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,25.33333333
102,SAMN10970233,SRR8594561,C04T2A2,Poultry,15,T2,9.8,0,0,0,0,0,0,0,0,54,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,19,0,0,0,68737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,2058,306,28,0,0,39,712,0,0,0,54,0,14664,274,277,570,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,110,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,SAMN10970234,SRR8594560,C04T2A3,Poultry,15,T2,9.91,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,278,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7420,0,22912,3098,84,0,0,201,8974,0,0,0,612,0,8890,4357,329,5900,18,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,2109,0,71,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,1624,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,163
104,SAMN10970235,SRR8594567,C04T2B1,Poultry,15,T2,9.97,0,0,0,0,0,0,0,0,819,0,0,0,19,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,86,0,0,0,0,0,167,0,0,0,0,0,0,114,0,0,0,57009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,51,197,0,0,0,95,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868,0,10005,1467,423,0,0,99,3660,0,0,0,152,0,14015,1250,483,2373,19,0,190,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,335,0,957,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12094,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,627,0,1654,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,47,0,0,0,0,93,0,0,0,0,0,0,0,33
105,SAMN10970236,SRR8594566,C04T2B2,Poultry,15,T2,9.7,0,0,0,0,0,0,0,0,57,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,156,0,0,0,0,0,0,49,0,0,0,59118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,225,0,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,16,0,127,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,4028,645,59,0,0,39,1383,0,0,0,42,0,19377,502,421,948,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,338,0,626,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,31
106,SAMN10970237,SRR8594565,C04T2B3,Poultry,15,T2,9.72,0,0,0,0,0,0,0,0,158,0,0,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,355,0,0,0,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,67,35,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,16,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,97,0,0,0,0,0,0,10466,0,34254,3844,1209,0,0,417,12570,0,0,0,457,0,14602,6895,636,8259,25,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,3443,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1622,2489,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,51,0,0,0,0,63,0,0,0,0,0,0,0,150
107,SAMN10970238,SRR8594564,C04T2C1,Poultry,15,T2,9.82,0,0,38,0,0,0,0,0,798,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,56,0,0,0,0,0,352,0,0,0,0,0,0,45,0,0,0,74343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,50,0,0,0,0,0,49,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,11,0,0,0,0,0,27,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,45,0,201,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,0,3345,638,271,0,0,67,1284,0,0,0,88,0,9073,765,310,985,0,0,78,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,931,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15605,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,240,0,849,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,38
108,SAMN10970239,SRR8594559,C04T2C2,Poultry,15,T2,9.89,0,0,0,0,0,0,0,0,84,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,53,0,0,0,80700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,93,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,4939,582,36,0,0,51,1731,0,0,0,60,0,7043,837,352,1071,12,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,105,0,793,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,374,0,244,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29
109,SAMN10970240,SRR8594558,C04T2C3,Poultry,15,T2,8.78,0,0,0,0,0,0,0,0,223,0,0,0,0,82,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,161,0,0,0,4121,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,300,0,0,0,0,0,151,0,0,0,0,0,0,0,118,0,0,0,0,0,214,0,0,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,46,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,5025,0,15817,2108,507,0,0,153,6244,0,58,0,411,0,4796,2413,320,4104,20,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,327,0,1494,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,0,672,0,0,0,0,0,26,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,1139,0,5381,64,0,0,0,0,0,14,0,0,40,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,32,0,0,0,25,0,0,0,0,213,0,0,0,0,0,0,0,78
110,SAMN10970241,SRR8594441,C04T3A1,Poultry,22,T3,9,0,0,0,0,0,0,0,0,171,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,29,0,0,0,0,0,148,0,0,0,0,0,0,28,0,0,0,38467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,198,0,0,0,48,0,0,0,0,0,0,0,0,22,0,14,0,0,0,0,33,0,47,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,13,0,56,0,0,157,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,0,3240,476,74,0,0,36,1166,0,0,0,65,0,3303,452,327,732,0,0,126,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,158,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,366,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,SAMN10970242,SRR8594442,C04T3A2,Poultry,22,T3,8.59,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,29,0,0,0,0,0,180,0,0,0,0,0,0,35,0,0,0,58759,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,19,0,178,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,1396,302,45,0,0,33,475,0,0,0,45,13,7242,271,184,434,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,32,0,1399,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,508,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
