,SAMN_ID,SRR_ID,Sample_Name_y,EnvType,Day_numeric,SamplingTime,Total mesophilic aerobic flora (log10 CFU.g-1),AAP99,Abditibacterium,Abiotrophia,Acetitomaculum,Acetivibrio,Acetobacter,Acholeplasma,Achromobacter,Acinetobacter,Actinoplanes,Aequorivita,Aeribacillus,Aerococcus,Aeromonas,Aestuariibacter,Agrococcus,Agromyces,Alcaligenes,Algicola,Alicyclobacillus,Aliiglaciecola,Aliivibrio,Alishewanella,Alistipes,Alkalibacillus,Alkalibacterium,Alkanindiges,Alloiococcus,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Altererythrobacter,Alteromonas,Amaricoccus,Amphritea,Amylolactobacillus,Anaerococcus,Anaerocolumna,Aneurinibacillus,Anoxybacillus,Apilactobacillus,Aquabacterium,Aquamonas,Aquicella,Arcobacter,Arenimonas,Arsenicitalea,Arsenophonus,Arthrobacter,Atlantibacter,Atopostipes,Aurantimicrobium,Azotobacter,BD1-7 clade,Bacillus,Bacteroides,Barnesiella,Bavariicoccus,Bergeyella,Bifidobacterium,Biostraticola,Bombilactobacillus,Bowmanella,Brachybacterium,Brevibacterium,Brochothrix,Buchnera,Budvicia,Burkholderia-Caballeronia-Paraburkholderia,Buttiauxella,C1-B045,Campylobacter,Candidatus Aquiluna,Candidatus Baumannia,Candidatus Benitsuchiphilus,Candidatus Blochmannia,Candidatus Ecksteinia,Candidatus Photodesmus,Candidatus Phytoplasma,Candidatus Profftella,Candidatus Regiella,Candidatus Stammerula,Carnimonas,Carnobacterium,Cedecea,Cellvibrio,Cetobacterium,Chishuiella,Christensenellaceae R-7 group,Chromohalobacter,Chryseobacterium,Citrobacter,Clostridiisalibacter,Clostridium sensu stricto 1,Clostridium sensu stricto 10,Clostridium sensu stricto 12,Clostridium sensu stricto 3,Clostridium sensu stricto 5,Clostridium sensu stricto 8,Clostridium sensu stricto 9,Cobetia,Cocleimonas,Cohnella,Colwellia,Comamonas,Companilactobacillus,Conchiformibius,Corticicoccus,Corynebacterium,Cosenzaea,Coxiella,Cronobacter,Cryptosporangium,Curtobacterium,Delftia,Dellaglioa,Dermacoccus,Desemzia,Devosia,Diaphorobacter,Dickeya,Dielma,Dietzia,Dolosigranulum,Domibacillus,Duganella,Dyadobacter,Edwardsiella,Empedobacter,Endozoicomonas,Enhydrobacter,Enteractinococcus,Enterobacillus,Enterobacter,Enterococcus,Enterovibrio,Erwinia,Erysipelothrix,Escherichia-Shigella,Exiguobacterium,Facklamia,Faecalibacterium,Faecalibaculum,Faecalicoccus,Faecalitalea,Falsirhodobacter,Ferrimonas,Fictibacillus,Filifactor,Flavobacterium,Flavonifractor,Floricoccus,Fluviicola,Franconibacter,Fructilactobacillus,Fructobacillus,Furfurilactobacillus,Fusibacter,Fusobacterium,GKS98 freshwater group,Galbitalea,Gallaecimonas,Gallicola,Gemella,Geobacillus,Georgenia,Gibbsiella,Glaciecola,Globicatella,Gluconobacter,Glutamicibacter,Gordonia,Granulicatella,Grimontia,HT002,Haematomicrobium,Haemophilus,Hafnia-Obesumbacterium,Halarcobacter,Haliangium,Halobacillus,Halochromatium,Halomonas,Haloplasma,Helcococcus,Herbinix,Hydrogenophilus,Idiomarina,Ignatzschineria,Ignavigranum,Incertae Sedis,Izhakiella,Janthinobacterium,Jeotgalibaca,Jeotgalicoccus,Kerstersia,Klebsiella,Klenkia,Kluyvera,Kocuria,Kosakonia,Kurthia,Lachnospiraceae NK3A20 group,Lachnospiraceae UCG-004,Lacimicrobium,Lacticaseibacillus,Lacticigenium,Lactiplantibacillus,Lactobacillus,Lactococcus,Lactovum,Lampropedia,Lapidilactobacillus,Latilactobacillus,Lawsonia,Lelliottia,Leminorella,Lentilactobacillus,Leucobacter,Leuconostoc,Levilactobacillus,Ligilactobacillus,Limosilactobacillus,Liquorilactobacillus,Listeria,Loigolactobacillus,Luteimonas,Lysinibacillus,Lysobacter,Macrococcus,Mailhella,Malaciobacter,Marihabitans,Marine Methylotrophic Group 2,Marine Methylotrophic Group 3,Marinilactibacillus,Marinobacter,Marinobacterium,Marinomonas,Massilia,Mesonia,Methylobacillus,Methylobacterium-Methylorubrum,Methylotenera,Microbacterium,Microbulbifer,Micrococcus,Moellerella,Moheibacter,Moraxella,Morganella,Moritella,Motilimonas,Mucilaginibacter,Mycobacterium,Myroides,Neomicrococcus,Neptuniibacter,Nitrincola,Nitrosomonas,Nocardioides,Novosphingobium,Oceanisphaera,Oceanobacillus,Ochrobactrum,Oleibacter,Oleiphilus,Oleispira,Olsenella,Ornithobacterium,Oryzihumus,Oscillibacter,Paenalcaligenes,Paenibacillus,Paenisporosarcina,Pajaroellobacter,Paludicola,Pantoea,Paraclostridium,Paracoccus,Paralactobacillus,Paraprevotella,Pasteurella,Paucilactobacillus,Pectobacterium,Pediococcus,Pedobacter,Peptoniphilus,Peptostreptococcus,Phaseolibacter,Photobacterium,Pilibacter,Pisciglobus,Planococcus,Planomicrobium,Plesiomonas,Pluralibacter,Polaromonas,Polycyclovorans,Polymorphobacter,Porphyromonas,Pragia,Prevotella_7,Promicromonospora,Proteiniclasticum,Proteus,Providencia,Pseudarcobacter,Pseudarthrobacter,Pseudoalteromonas,Pseudocitrobacter,Pseudogracilibacillus,Pseudohongiella,Pseudomonas,Pseudonocardia,Pseudospirillum,Pseudoxanthomonas,Psychrilyobacter,Psychrobacillus,Psychrobacter,Psychroflexus,Psychromonas,Rahnella1,Raoultella,Reinekea,Rheinheimera,Rhodobaculum,Rhodococcus,Rhodoferax,Rhodoluna,Rhodomicrobium,Rikenellaceae RC9 gut group,Rodentibacter,Romboutsia,Rosenbergiella,Rothia,Ruminobacter,SAR92 clade,SUP05 cluster,SZB85,Saccharibacillus,Saccharopolyspora,Salegentibacter,Salimicrobium,Salinicoccus,Salinivibrio,Salmonella,Sarcina,Schleiferilactobacillus,Secundilactobacillus,Sediminivirga,Serratia,Shewanella,Shimwellia,Sideroxydans,Simiduia,Simplicispira,Sinobaca,Sodalis,Solibacillus,Solitalea,Soonwooa,Sphingobacterium,Sphingobium,Sphingomonas,Spiroplasma,Sporosarcina,Staphylococcus,Stenotrophomonas,Streptococcus,Streptomyces,Succinimonas,Succinivibrio,Sulfurospirillum,Sutterella,Taibaiella,Tatumella,Tenuibacillus,Tetragenococcus,Thalassolituus,Thalassotalea,Thermoactinomyces,Thioalkalispira-Sulfurivermis,Thiobacillus,Thiomicrospira,Thiopseudomonas,Timonella,Tissierella,Tolumonas,Trichococcus,Tuberibacillus,UCG-004,Ureibacillus,Vagococcus,Variovorax,Verticiella,Vibrio,Virgibacillus,Vitreoscilla,Vulcanibacillus,Weissella,Wohlfahrtiimonas,Xanthomonas,Xenorhabdus,Yaniella,Yersinia,Yokenella,ZOR0006,[Agitococcus] lubricus group,[Clostridium] innocuum group,[Ruminococcus] gauvreauii group,[Ruminococcus] torques group,endosymbionts,uncultured
174,SAMN10970305,SRR8594726,C06T3C2,Poultry,22,T3,9.18,0,0,58,0,0,0,0,0,1679,0,0,0,52,120,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,25,0,0,0,111904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,25,0,0,144,0,0,0,0,0,0,0,0,0,53330,0,18,0,0,0,17,0,0,43,0,0,0,0,10,0,0,0,54,1244,0,0,0,76,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,41,0,25,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,19,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,730,0,1968,381,278,0,0,82,610,0,0,0,31,0,22830,246,379,868,22,11,34,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,15,0,0,103,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,30,0,0,1529,0,656,0,0,0,0,1552,14,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5591,0,0,0,0,149,64,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,117,304,0,1017,224,0,0,0,0,0,0,17,0,0,0,0,0,0,15,40,0,519,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,58,0,10,20,684,0,0,89,0,0,50,305,0,0,0,0,292,0,0,0,24,0,0,0,11
175,SAMN10970306,SRR8594727,C07T0A,Poultry,2,T0,4.85,0,0,0,0,0,0,0,0,1329,0,0,0,30,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,17,0,0,0,124,15,0,0,0,0,0,0,0,15,126,18466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,15,134,0,0,34,168,0,0,0,64,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,248,0,922,179,96,0,0,0,306,0,0,0,17,0,1368,85,120,376,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,211,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3585,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,35,44,0,1150,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,103,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
176,SAMN10970307,SRR8594724,C07T0B,Poultry,2,T0,5.78,0,0,0,0,0,0,0,0,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,74,0,0,0,0,0,0,254,14995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7009,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,334,70,56,0,0,0,810,0,0,0,13,0,674,435,46,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,52,0,0,0,14,0,296,0,0,179,0,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7595,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,140,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,SAMN10970308,SRR8594725,C07T0C,Poultry,2,T0,5.64,0,0,10,59,0,26,0,0,2006,0,0,0,94,20,10,0,0,0,0,0,0,0,0,12,0,442,28,0,0,14,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,250,0,510,0,0,0,597,63,10,452,0,0,0,24,0,120,7797,20869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,39,0,144,913,40,0,0,0,0,0,0,0,0,0,0,0,21,0,0,324,0,0,0,0,0,0,10475,0,0,0,0,0,0,0,0,0,0,0,0,0,27,415,0,0,65,287,0,0,0,66,0,498,50,0,0,0,0,0,0,0,44,0,0,0,0,13,0,0,0,0,0,0,0,11,0,51,0,0,0,0,0,66,0,105,0,0,0,0,80,0,0,0,0,208,0,0,0,0,85,0,0,82,0,0,0,0,0,161,0,64,68,0,0,0,17,0,462,0,1463,220,810,0,0,16,611,28,0,19,73,0,3191,157,431,340,11,0,141,0,0,0,0,0,0,0,0,0,274,29,0,0,0,11,0,0,0,61,0,48,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,100,0,0,0,0,0,44,0,400,0,64,26,0,2706,0,0,0,0,15,0,44,0,0,0,0,0,0,0,0,0,0,241,106,0,0,0,17169,0,0,0,0,0,4242,33,0,0,0,0,0,0,0,0,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,584,0,0,66,251,0,948,308,0,0,0,0,0,0,73,0,0,0,0,0,0,0,2757,0,1622,0,0,0,28,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,318,0,0,0,25,0,0,0,50,0,0,0,0,0,0,50,0,19.33333333
178,SAMN10970309,SRR8594717,C07T1A1,Poultry,7,T1,8.87,0,0,0,0,0,0,0,0,1679,0,0,0,30,71,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,47,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,49064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,10,0,0,41,0,0,0,0,0,65,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,10,72,0,0,116,452,0,0,0,213,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,46,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,135,0,0,0,0,0,0,0,0,87,0,208,81,131,0,0,0,79,0,0,39,0,0,8509,48,167,85,0,20,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,30,0,68,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,72,0,232,0,0,0,0,5256,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,11592,0,0,0,0,0,930,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4098,190,0,0,0,0,0,30,0,0,0,0,0,0,0,0,40,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,35,0,0,0,14,0,0,0,0,233,0,0,0,0,0,0,0,15
179,SAMN10970310,SRR8594718,C07T1A2,Poultry,7,T1,8.76,0,0,44,0,0,0,0,0,138,0,0,0,66,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,15,0,0,0,889,0,0,0,0,0,0,17,0,0,0,109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,975,0,0,0,51,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,110,0,397,95,90,0,0,0,93,0,0,0,18,0,21209,43,339,155,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,18,0,0,11,0,499,0,0,0,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,70,631,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,2029,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,87,0,517,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,25,0,0,17,524,0,0,55,0,0,0,35,0,0,0,0,111,0,0,0,0,0,0,0,15
180,SAMN10970311,SRR8594636,C07T1A3,Poultry,7,T1,7.88,0,0,17,0,0,0,0,0,194,0,0,0,37,132,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,12,0,0,0,0,0,0,1522,11,0,0,0,0,0,281,0,0,15,9827,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,32,15,0,313,0,0,0,0,0,36,0,0,0,4220,0,58,0,0,0,26,0,27,29,0,0,0,0,0,0,0,0,267,1745,0,0,0,190,0,14,0,0,0,12,0,0,26,0,0,0,0,0,0,332,23,114,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,157,0,385,0,0,234,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,318,0,259,0,0,0,0,0,0,6890,0,23775,3209,323,0,0,257,9237,0,63,0,381,0,7539,4652,955,6309,27,45,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,34,0,0,457,97,2382,0,0,0,0,3208,0,0,0,0,66,0,0,0,0,0,17,0,0,0,37,24,0,0,25,32,0,0,850,0,0,0,0,287,192,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,25,0,0,1228,1680,0,3600,32,0,0,0,0,0,30,0,0,0,0,0,0,0,17,94,0,264,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,107,0,0,0,3618,0,0,38,44,0,26,90,0,0,0,0,161,0,0,0,0,0,0,0,88
181,SAMN10970312,SRR8594635,C07T1B1,Poultry,7,T1,9.03,0,0,0,0,0,0,0,0,10301,0,0,0,38,173,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,56191,0,0,0,188,0,0,0,10,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,75,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,0,0,134,372,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,24,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,96,0,294,83,315,0,0,0,119,0,56,0,0,0,10220,33,149,112,0,0,14,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,61,0,27,1513,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,190,0,324,0,0,0,0,5130,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,26523,0,10,0,0,0,564,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,24,31,0,1996,5538,0,0,0,0,0,21,0,0,0,0,0,0,0,0,17,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,61,0,0,0,18,0,0,0,0,157,0,0,0,0,0,0,0,19
182,SAMN10970313,SRR8594634,C07T1B2,Poultry,7,T1,9.11,0,0,33,0,0,0,0,0,1042,0,0,0,42,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,87267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,43,567,0,0,0,83,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,67,0,155,36,73,0,0,0,41,0,0,0,16,0,10987,63,202,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,70,0,429,0,0,0,0,831,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,0,0,32,274,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1275,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,292,0,0,0,0,0,0,14,0,0,0,0,80,0,0,0,0,0,0,0,14
183,SAMN10970314,SRR8594633,C07T1B3,Poultry,7,T1,8.22,0,0,31,0,0,0,0,0,1112,0,0,0,32,353,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2022,0,0,19,0,0,0,95,0,0,15,8995,0,13,0,291,0,0,0,10,0,0,0,0,0,0,0,0,0,5514,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,83,0,0,292,0,0,0,0,0,73,0,0,0,1457,0,65,0,0,0,51,18,13,65,0,0,0,0,0,0,0,0,535,2552,0,0,0,413,0,16,0,0,0,22,0,0,0,0,11,0,0,0,15,101,0,45,0,0,0,0,19,0,0,50,0,17,0,0,0,0,0,296,0,168,0,0,534,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,520,0,732,0,0,0,0,0,0,2861,0,8885,1256,427,0,0,80,3552,0,162,0,136,0,7616,1775,575,2506,0,20,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4921,21,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,41,0,0,1080,136,983,0,0,0,0,15935,12,0,16,56,101,0,0,0,0,0,33,0,0,0,89,81,0,0,35,86,0,0,1824,0,0,0,0,396,94,0,10,132,84,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,219,0,399,518,0,4598,4340,0,0,0,0,0,45,24,0,0,11,0,0,0,26,120,0,441,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,162,0,0,0,7510,0,0,273,61,0,52,67,0,0,0,0,316,48,0,0,16,0,0,0,27.5
184,SAMN10970315,SRR8594640,C07T1C1,Poultry,7,T1,9.49,0,0,0,0,0,0,0,0,6752,0,0,0,0,139,25,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,11,15897,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,74,0,0,0,0,12,0,0,0,0,0,40,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,46,190,0,0,174,143,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,22,0,36,0,343,0,0,0,0,0,0,0,0,0,3488,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,22,0,198,581,0,0,0,0,12,0,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,42,54,81,0,0,0,0,7110,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,21,0,0,54,0,0,0,48936,0,13,0,0,0,4745,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,1411,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,0,0,60,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,47
185,SAMN10970316,SRR8594639,C07T1C2,Poultry,7,T1,9.16,0,0,0,0,0,0,0,0,3185,0,0,0,23,117,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,49,35015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,55,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,189,447,0,0,0,221,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,22,0,0,0,0,0,0,0,28,11,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,52,0,0,0,0,0,0,60,0,182,58,376,0,0,12,38,0,26,0,0,0,13014,18,87,84,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,24,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,83,65,221,0,0,32,0,28048,0,0,0,0,46,0,0,0,0,0,16,0,0,0,0,37,0,0,27,0,0,0,8716,0,0,0,0,0,778,0,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4293,325,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1081,0,0,108,0,0,0,38,0,0,0,0,221,0,0,0,0,0,0,0,0
